id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
318,Pierre-Emerick Aubameyang,36,2740,22,23.549973130226135,5,4.9898480754345655,94,33,0,0,F M S,Arsenal,18,19.744131192564964,26.582433130592108,6.483639904297888
838,Sadio Mané,36,3100,22,16.76279866695404,1,5.123735151253641,87,45,2,0,F M S,Liverpool,22,16.76279866695404,28.401348166167736,8.485083559527993
1250,Mohamed Salah,38,3274,22,21.792449351400137,8,10.468590896576643,137,68,1,0,F S,Liverpool,19,19.50894832238555,31.78028777241707,7.865941375494003
619,Sergio Agüero,33,2515,21,19.949161492288113,8,5.22924355044961,118,34,3,0,F S,Manchester City,19,18.42682258039713,28.700228951871395,8.10099308937788
755,Jamie Vardy,34,2740,18,19.115979686379433,4,5.1373315351083875,79,32,3,1,F S,Leicester,14,15.310135943815112,20.782567070797086,1.9056932497769594
618,Raheem Sterling,34,2788,17,15.90765044093132,10,10.792032338678837,77,66,3,0,F M S,Manchester City,17,15.90765044093132,33.021934136748314,12.632532268762589
647,Harry Kane,28,2437,17,16.12239329330623,4,4.562664708122611,102,30,5,0,F S,Tottenham,13,13.077754897996783,18.838230956345797,4.841165648773313
701,Eden Hazard,37,2935,16,12.29900643415749,15,11.570385755039752,93,98,2,0,F S,Chelsea,12,9.254331471398473,25.328698812052608,11.546570900827646
468,Callum Wilson,30,2548,14,16.01651244610548,9,5.955956471152604,65,31,3,0,F S,Bournemouth,13,14.494168512523174,21.33036122098565,5.061332207173109
714,Gylfi Sigurdsson,38,3150,13,12.118331415578723,6,6.791105677373707,86,74,3,0,F M S,Everton,11,8.31264884583652,15.66706788353622,5.154640041291714
882,Glenn Murray,38,2517,13,11.541342769749463,1,1.118022283539176,54,12,5,0,F S,Brighton,9,8.49666924867779,8.42803693935275,1.396012045443058
1740,Paul Pogba,35,3013,13,15.877537530846894,9,5.186745874583721,105,55,6,0,M S,Manchester United,6,8.265851297415793,21.125928223133087,11.593517602421343
3277,Alexandre Lacazette,35,2498,13,12.033688011579216,8,4.100150818936527,81,31,2,0,F S,Arsenal,13,12.033688011579216,22.075848444364965,8.813797890208662
