id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
3422,João Moutinho,33,2546,1,0.5027753990143538,1,1.6768403090536594,14,46,3,1,M S,Wolverhampton Wanderers,1,0.5027753990143538,7.028498159721494,6.2302312003448606
3585,Said Benrahma,30,1381,1,2.455936680547893,6,5.114552590996027,35,27,0,0,M S,West Ham,1,2.455936680547893,10.364191408269107,3.779580977745354
4391,Darnell Furlong,35,2926,1,1.9333325140178204,3,2.46300520375371,26,17,5,0,D M S,West Bromwich Albion,1,1.9333325140178204,6.135472722351551,3.374022333882749
5256,Oliver Burke,25,1272,1,2.6037588827311993,1,2.620451921597123,25,15,2,0,F S,Sheffield United,1,2.6037588827311993,6.119536662474275,1.0531198028475046
5264,Caglar Söyüncü,23,1802,1,0.5392078021541238,0,0.3269755970686674,10,7,2,0,D S,Leicester,1,0.5392078021541238,7.39042928814888,7.3686622977256775
5545,Wilfred Ndidi,26,2181,1,0.5960322907194495,4,1.3334988076239824,16,16,6,0,D M S,Leicester,1,0.5960322907194495,10.230051901191473,8.725674789398909
5549,Luka Milivojevic,31,2374,1,2.213461126666516,1,1.7734648771584034,19,21,8,1,M S,Crystal Palace,0,0.6911234292201698,6.36730165919289,5.705258479341865
5609,Yves Bissouma,36,3121,1,1.0768232634291053,0,1.081232002004981,42,16,8,1,M S,Brighton,1,1.0768232634291053,9.739855950698256,8.210505489259958
5681,Giovani Lo Celso,18,955,1,1.5252610966563225,1,1.1966528072953224,15,15,5,0,M S,Tottenham,1,1.5252610966563225,5.273319855332375,3.312730461359024
5735,Jean-Philippe Mateta,7,213,1,0.32543040439486504,0,0.016295300796628,4,1,0,0,F S,Crystal Palace,1,0.32543040439486504,0.39735590294003487,0.1360509991645813
6042,Jan Bednarek,36,3111,1,0.46839270554482937,1,1.159947693347931,10,5,5,1,D,Southampton,1,0.46839270554482937,8.544506297446787,8.489991501905024
6080,Victor Lindelöf,29,2587,1,0.7988889738917351,1,0.40237830206751823,4,6,0,0,D,Manchester United,1,0.7988889738917351,9.030322298407555,8.881874991580844
6163,Nélson Semedo,34,2994,1,1.3097365982830524,1,0.9027981068938971,23,20,5,0,D M,Wolverhampton Wanderers,1,1.3097365982830524,7.68634950555861,6.196272294968367
6314,Joachim Andersen,31,2732,1,1.3567860033363104,1,0.45167968329042196,13,8,7,1,D S,Fulham,1,1.3567860033363104,6.673856432549655,6.54764090757817
6424,Ben Johnson,14,506,1,0.4844093881547451,0,0.38586561009287834,3,4,1,0,D M S,West Ham,1,0.4844093881547451,1.4439897667616606,0.6678877267986536
6651,Grady Diangana,20,1249,1,1.0978216975927353,0,0.16204879991710186,14,5,0,0,F M S,West Bromwich Albion,1,1.0978216975927353,1.629269490018487,0.6211163979023695
6665,Curtis Jones,24,1174,1,1.7588918451219797,2,1.5211436888203025,19,12,2,0,M S,Liverpool,1,1.7588918451219797,7.742867568507791,5.182872947305441
6674,Rayan Ait Nouri,21,1414,1,0.5121663315221667,1,0.7904388774186373,16,14,1,0,D M S,Wolverhampton Wanderers,1,0.5121663315221667,2.7287225760519505,2.28505318518728
6817,Fred,30,2404,1,1.7331655826419592,0,2.2325712125748396,25,24,5,0,M S,Manchester United,1,1.7331655826419592,13.51970374956727,10.6886385679245
6834,Joe Bryan,16,658,1,0.5813569035381079,0,0.27269429713487625,8,5,2,0,D M S,Fulham,1,0.5813569035381079,1.899183414876461,1.3006593212485313
6835,Tom Cairney,10,762,1,0.5839640917256474,1,0.9888519793748856,12,17,2,0,M S,Fulham,1,0.5839640917256474,3.385561529546976,2.849907993339002
6850,Willy Boly,21,1880,1,1.1301859011873603,1,0.5512952953577042,15,3,2,0,D,Wolverhampton Wanderers,1,1.1301859011873603,2.838236978277564,2.663166480138898
6851,Conor Coady,37,3305,1,1.4450342124328017,0,0.19623779505491257,7,3,5,0,D,Wolverhampton Wanderers,1,1.4450342124328017,5.043202399276197,4.874850797466934
6857,Morgan Gibbs-White,11,395,1,0.8142993114888668,0,0.4069434069097042,10,8,1,0,F M S,Wolverhampton Wanderers,1,0.8142993114888668,1.7168070655316114,0.83146240003407
6859,Kortney Hause,7,630,1,1.3037526831030846,0,0,5,0,2,0,D,Aston Villa,1,1.3037526831030846,1.8043759763240814,1.8043759763240814
6891,Ryan Fredericks,14,563,1,0.21433740481734276,1,1.298734413459897,4,12,2,0,D M S,West Ham,1,0.21433740481734276,1.0619318224489689,0.308016499504447
6892,Fabián Balbuena,14,1197,1,1.0978235751390457,0,0,8,0,1,1,D S,West Ham,1,1.0978235751390457,2.2187997102737427,1.9963050186634064
7063,Bernard,12,438,1,0.19363570399582386,0,0.5254478920251131,6,10,2,0,F M S,Everton,1,0.19363570399582386,1.2825448121875525,0.7026601061224937
7236,Leander Dendoncker,33,2500,1,3.3815979287028313,0,0.5813325960189104,31,17,4,0,D M S,Wolverhampton Wanderers,1,3.3815979287028313,8.177474899217486,5.363242764025927
7382,Dan Burn,27,2059,1,1.0781692042946815,0,0.977860301733017,17,10,5,0,D M S,Brighton,1,1.0781692042946815,4.978818798437715,4.176192915067077
7390,Karlan Grant,21,1140,1,1.6942400857806206,0,0.14918609336018562,16,2,1,0,F M S,West Bromwich Albion,1,1.6942400857806206,1.8100058129057288,0.5052713081240654
7395,Carlos Vinicius,9,300,1,1.2549914866685867,0,0.10279390215873718,7,2,2,0,F S,Tottenham,1,1.2549914866685867,1.4212629944086075,0.08671839907765388
7699,Adam Webster,29,2596,1,1.2729560993611813,0,0.2532154992222786,25,5,4,0,D,Brighton,1,1.2729560993611813,7.724679803475738,7.582416407763958
7701,Moussa Djenepo,27,1236,1,0.792782393284142,0,0.40187229588627815,14,6,5,0,M S,Southampton,1,0.792782393284142,2.9883765131235123,1.9131248323246837
7714,Ben Osborn,24,1607,1,1.090726202353835,0,2.5220146737992764,10,17,1,0,D F M S,Sheffield United,1,1.090726202353835,6.371751420199871,4.42230891995132
7721,Conor Hourihane,4,236,1,0.5679541006684303,1,0.919187881052494,5,5,0,0,M S,Aston Villa,1,0.5679541006684303,0.6681756898760796,0.19055769592523575
8020,Steven Alzate,15,905,1,0.8340353071689606,0,0.9228017721325159,7,11,2,0,D M S,Brighton,1,0.8340353071689606,3.5195548171177506,2.386690203100443
8067,Reece James,32,2355,1,1.534597285091877,2,3.6499774176627398,35,42,3,0,D M S,Chelsea,1,1.534597285091877,11.71861541364342,9.588870281353593
8089,Kieran Tierney,27,2305,1,0.3866765992715955,3,3.8238940481096506,15,31,4,0,D S,Arsenal,1,0.3866765992715955,8.635928499512374,5.60839013569057
8214,Tyrick Mitchell,19,1710,1,1.075538009405136,1,0.23087899386882782,2,3,1,0,D,Crystal Palace,1,1.075538009405136,4.470527729019523,3.2567335087805986
8226,Tariq Lamptey,11,904,1,0.7030035890638828,1,0.8089802078902721,6,10,2,1,D M,Brighton,1,0.7030035890638828,4.56888796761632,3.6915879994630814
8228,Nathaniel Phillips,17,1451,1,1.0277080088853836,1,0.916556591168046,15,7,2,0,D S,Liverpool,1,1.0277080088853836,4.325661094859242,4.1560654025524855
8285,Sander Berge,15,1116,1,1.216417072340846,1,1.7773302253335714,10,14,4,0,M S,Sheffield United,0,0.4552479963749647,3.9067585049197078,3.0664289398118854
8300,Steven Bergwijn,21,1218,1,2.093382678925991,3,0.8125872928649187,15,13,3,0,F M S,Tottenham,1,2.093382678925991,4.8143409341573715,2.446276418864727
8379,Alexis Mac Allister,21,1110,1,1.3531396118924022,1,1.8708692993968725,24,15,1,0,F M S,Brighton,1,1.3531396118924022,5.655094686895609,3.2666636938229203
8456,Nathan Tella,18,734,1,1.9882364720106125,1,1.090901680290699,17,6,2,0,F M S,Southampton,1,1.9882364720106125,2.907419417053461,0.48396930284798145
8481,Jimmy Dunne,3,270,1,0.4191067963838577,0,0.10200029984116554,7,2,1,0,D,Burnley,1,0.4191067963838577,0.10443910025060177,0.0430356003344059
8562,Luke Thomas,14,982,1,0.2702021040022373,0,0.947651319205761,7,7,2,0,D M S,Leicester,1,0.2702021040022373,2.1523557733744383,1.729158366099
8717,Pascal Struijk,27,2073,1,2.0286722974851727,0,0.10804758127778769,13,4,3,0,D M S,Leeds,1,2.0286722974851727,6.597728695720434,6.550255294889212
8719,Kalvin Phillips,29,2435,1,0.38862279802560806,2,3.233059170655906,15,35,10,0,M S,Leeds,1,0.38862279802560806,8.95923120714724,7.5506361443549395
8780,Joël Veltman,28,2281,1,1.275618426501751,1,1.8462191317230463,14,22,3,0,D M S,Brighton,1,1.275618426501751,9.022528225556016,6.800672544166446
8816,Liam Cooper,25,2189,1,2.0945085920393467,0,0,15,0,4,1,D,Leeds,1,2.0945085920393467,7.379914786666632,7.379914786666632
8821,Donny van de Beek,19,486,1,0.29472880251705647,1,1.0433878228068352,2,3,1,0,M S,Manchester United,1,0.29472880251705647,3.546600326895714,2.208483774214983
8961,Rúben Dias,32,2848,1,1.9530212916433811,0,0.10559620335698128,14,3,4,0,D,Manchester City,1,1.9530212916433811,16.681801982223988,16.56010902673006
9163,Kean Bryan,13,1012,1,0.5354915875941515,0,0.8194746151566505,3,4,1,0,D S,Sheffield United,1,0.5354915875941515,1.4283711146563292,1.3857593219727278
9501,Fabio Carvalho,4,255,1,0.9974309951066971,0,0.5002102106809616,9,2,0,0,F M S,Fulham,1,0.9974309951066971,1.4961069524288177,0.28626900911331177
9509,Daniel Jebbison,4,286,1,1.4839950501918793,0,0.023562999442219734,4,1,0,0,F S,Sheffield United,1,1.4839950501918793,1.9016577787697315,0.3941028006374836
9524,Anthony Elanga,2,157,1,0.5518710017204285,0,0.02072560042142868,2,1,0,0,F M,Manchester United,1,0.5518710017204285,0.8420460224151611,0.8213210105895996
181,Bernd Leno,35,3136,0,0,0,0,0,0,0,1,GK,Arsenal,0,0,4.326597798615694,4.326597798615694
200,Andreas Christensen,17,1375,0,0.12940829992294312,0,0.25010460056364536,3,6,2,1,D S,Chelsea,0,0.12940829992294312,7.441709998995066,7.276740927249193
342,Sead Kolasinac,1,90,0,0,0,0,0,0,0,0,D,Arsenal,0,0,0.42935800552368164,0.42935800552368164
461,Matt Ritchie,18,1360,0,0.33010069839656353,2,2.49234551936388,11,24,2,0,D M S,Newcastle United,0,0.33010069839656353,5.130528144538403,4.383479591459036
465,Joshua King,11,119,0,0.7881255093961954,0,0,3,0,0,0,S,Everton,0,0.7881255093961954,0.8868916016072035,0.7569960057735443
484,Divock Origi,9,176,0,1.0811219811439514,0,0.14003530330955982,7,2,0,0,F S,Liverpool,0,1.0811219811439514,1.4969354905188084,0.7823662031441927
485,Mamadou Sakho,4,274,0,0.018834900110960007,0,0,1,0,0,0,D S,Crystal Palace,0,0.018834900110960007,0.5140529870986938,0.5140529870986938
489,James Milner,26,1037,0,0.3565737046301365,1,0.7905595079064369,12,13,3,0,D M S,Liverpool,0,0.3565737046301365,5.685041844844818,4.885258160531521
508,Calum Chambers,10,750,0,0.3639728929847479,2,1.0427637845277786,8,11,0,0,D S,Arsenal,0,0.3639728929847479,3.8356559574604034,2.8100062385201454
510,Joel Ward,26,2252,0,0.05171130131930113,1,0.47300298884510994,2,7,5,0,D S,Crystal Palace,0,0.05171130131930113,3.1162296161055565,2.889396835118532
525,Martin Kelly,1,1,0,0,0,0,0,0,0,0,S,Crystal Palace,0,0,0,0
527,Adrián,3,270,0,0,0,0,0,0,0,0,GK,Liverpool,0,0,0.3974395953118801,0.3974395953118801
530,James Tomkins,8,553,0,0.12336970120668411,0,0.11044800281524658,2,1,1,0,D S,Crystal Palace,0,0.12336970120668411,0.2848687954246998,0.2848687954246998
533,Mark Noble,21,702,0,0.0526794008910656,0,0.17633140180259943,1,5,1,0,M S,West Ham,0,0.0526794008910656,0.7763154096901417,0.7236361093819141
534,Aaron Cresswell,36,3176,0,0.8834640998393297,8,7.390939770266414,19,58,3,0,D,West Ham,0,0.8834640998393297,10.620282838121057,8.392438812181354
540,Darren Randolph,3,270,0,0,0,0,0,0,0,0,GK,West Ham,0,0,0.2751617059111595,0.2751617059111595
545,Kieran Gibbs,10,808,0,0.06194189935922623,0,0.40620600432157516,1,4,0,1,D S,West Bromwich Albion,0,0.06194189935922623,0.8934742975980043,0.812916399911046
546,David de Gea,26,2298,0,0,0,0,0,0,0,0,GK,Manchester United,0,0,2.1132496232166886,2.1132496232166886
549,Timothy Fosu-Mensah,1,85,0,0.015449300408363342,0,0.3051519989967346,1,2,1,0,D,Manchester United,0,0.015449300408363342,0.40190500020980835,0.36082199215888977
573,Odion Ighalo,1,5,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0,0
585,Seamus Coleman,25,1612,0,0.8948423862457275,3,1.5076254913583398,12,19,0,0,D M S,Everton,0,0.8948423862457275,5.504018247127533,4.079465299844742
587,Phil Jagielka,10,526,0,0,0,0,0,0,1,1,D S,Sheffield United,0,0,0.9072468057274818,0.9072468057274818
589,James McCarthy,16,834,0,0.012277700006961823,0,0.2898285947740078,1,5,1,0,M S,Crystal Palace,0,0.012277700006961823,1.1981807127594948,1.0280193164944649
603,Nathaniel Clyne,13,1151,0,0.1229338999837637,1,0.2224844992160797,4,4,2,0,D,Crystal Palace,0,0.1229338999837637,1.8969627786427736,1.7311628945171833
614,Fernandinho,21,1170,0,0.8150820014998317,2,1.5401166006922722,14,14,6,0,M S,Manchester City,0,0.8150820014998317,8.776915058493614,7.831784226000309
624,Willy Caballero,1,90,0,0,0,0,0,0,0,0,GK,Chelsea,0,0,0.14356300234794617,0.14356300234794617
633,James McArthur,18,1482,0,0.28225409518927336,2,1.5203706570900977,6,15,3,0,M S,Crystal Palace,0,0.28225409518927336,3.245604265946895,2.2573824785649776
635,Alex McCarthy,30,2700,0,0,0,0,0,0,2,0,GK,Southampton,0,0,2.7634329460561275,2.7634329460561275
637,Hugo Lloris,38,3420,0,0,0,0,0,0,0,0,GK,Tottenham,0,0,4.801014944911003,4.801014944911003
643,Eric Dier,28,2520,0,1.2531601041555405,0,0.22542324010282755,14,6,3,0,D,Tottenham,0,1.2531601041555405,5.722175907343626,5.697843890637159
645,Dele Alli,15,615,0,1.6745915822684765,1,1.3262456189841032,12,9,0,0,M S,Tottenham,0,1.6745915822684765,4.322706138715148,2.1345874574035406
660,Ben Davies,20,1330,0,0.1976930983364582,1,0.4373758044093847,3,8,1,0,D S,Tottenham,0,0.1976930983364582,2.684572694823146,2.331053102388978
661,Josh Onomah,11,368,0,0.5561954909935594,0,0.032975900918245316,6,1,1,0,M S,Fulham,0,0.5561954909935594,1.3664662055671215,0.8782036043703556
682,Branislav Ivanovic,13,761,0,0.4594705104827881,0,0.048929501324892044,4,1,2,0,D S,West Bromwich Albion,0,0.4594705104827881,0.3491972014307976,0.3491972014307976
697,Nemanja Matic,20,1099,0,0.16478569619357586,0,0.8938351850956678,6,8,2,0,M S,Manchester United,0,0.16478569619357586,6.13336412422359,5.510588930919766
703,Fikayo Tomori,1,43,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0.0727275013923645,0.0727275013923645
706,Lukasz Fabianski,35,3150,0,0,0,0,0,0,2,0,GK,West Ham,0,0,1.276375892572105,1.276375892572105
708,Federico Fernández,24,2090,0,0.19384320173412561,0,0.5685489978641272,4,7,4,0,D,Newcastle United,0,0.19384320173412561,3.3054693043231964,3.2190255261957645
710,Neil Taylor,1,13,0,0,0,0,0,0,1,0,S,Aston Villa,0,0,0,0
712,Jack Cork,16,1355,0,0.19732670206576586,0,0.3305272376164794,5,8,2,0,M S,Burnley,0,0.19732670206576586,2.8145491192117333,2.498658921569586
727,DeAndre Yedlin,6,442,0,0.09984919615089893,0,0.08443289995193481,2,3,0,0,D S,Newcastle United,0,0.09984919615089893,0.5257030911743641,0.3566388040781021
730,Patrick van Aanholt,22,1775,0,1.39833889529109,1,0.6495725978165865,18,12,2,0,D M S,Crystal Palace,0,1.39833889529109,4.809476420283318,3.354220826178789
741,Jordan Pickford,31,2742,0,0,0,0.021773599088191986,0,1,1,0,GK,Everton,0,0,3.714157343842089,3.692383744753897
745,Kasper Schmeichel,38,3420,0,0,0,0,0,0,0,0,GK,Leicester,0,0,3.8688182500191033,3.8688182500191033
748,Wes Morgan,3,13,0,0,0,0,0,0,0,0,S,Leicester,0,0,0.14461299777030945,0.14461299777030945
749,Christian Fuchs,9,703,0,0.07373149879276752,0,0.01301559992134571,4,1,4,0,D S,Leicester,0,0.07373149879276752,2.7238509003072977,2.6655489802360535
751,N&#039;Golo Kanté,30,2142,0,0.7004625108093023,2,1.2067134976387024,10,22,7,0,M S,Chelsea,0,0.7004625108093023,10.102663565427065,8.441410657018423
762,Demarai Gray,1,17,0,0.057972099632024765,0,0,1,0,0,0,S,Leicester,0,0.057972099632024765,0.027033399790525436,0.027033399790525436
772,Moussa Sissoko,25,1563,0,0.24807290360331535,0,0.18440950103104115,3,4,3,0,D M S,Tottenham,0,0.24807290360331535,4.13622404076159,3.9269600305706263
780,Karl Darlow,25,2250,0,0,0,0,0,0,2,0,GK,Newcastle United,0,0,0.9974315781146288,0.9974315781146288
785,John Ruddy,2,91,0,0,0,0,0,0,0,0,GK S,Wolverhampton Wanderers,0,0,0,0
831,Fraser Forster,8,720,0,0,0,0,0,0,0,0,GK,Southampton,0,0,1.113945309072733,1.113945309072733
835,Ryan Bertrand,29,2600,0,0.37492010183632374,1,1.3952976930886507,8,13,5,0,D,Southampton,0,0.37492010183632374,5.361662004143,4.8138942969962955
839,Shane Long,11,184,0,0.06422480195760727,0,0,2,0,0,0,F S,Southampton,0,0.06422480195760727,0.08692499808967113,0.06606839783489704
847,Cédric Soares,10,746,0,0.20354269538074732,1,0.8928053807467222,7,6,1,0,D S,Arsenal,0,0.20354269538074732,3.335597813129425,2.919353038072586
848,Charlie Austin,5,126,0,0.41296299546957016,0,0,3,0,0,0,S,West Bromwich Albion,0,0.41296299546957016,0.41296299546957016,0
856,Jack Butland,1,90,0,0,0,0,0,0,0,0,GK,Crystal Palace,0,0,0,0
857,Phil Bardsley,4,272,0,0.06341449916362762,0,0,3,0,2,0,D S,Burnley,0,0.06341449916362762,0.12669399939477444,0.10160529986023903
876,Fabian Delph,8,249,0,0.014957999810576439,0,0.05444910004734993,1,2,1,0,D M S,Everton,0,0.014957999810576439,1.060617508366704,1.0171574968844652
884,Matt Targett,38,3407,0,0.2803047075867653,2,2.7996690925210714,6,39,7,0,D,Aston Villa,0,0.2803047075867653,9.610855117440224,8.203314462676644
885,Kyle Walker-Peters,30,2655,0,1.1350792245939374,2,1.2537505887448788,18,16,4,0,D,Southampton,0,1.1350792245939374,8.663987170904875,6.625145656056702
887,Erik Pieters,20,1259,0,0.15116787049919367,1,0.36361539363861084,4,5,1,0,D M S,Burnley,0,0.15116787049919367,1.9328868268057704,1.5527143124490976
888,Xherdan Shaqiri,14,534,0,0.42472099512815475,2,2.5104198902845383,11,19,2,0,F M S,Liverpool,0,0.42472099512815475,4.585736565291882,2.1229254696518183
910,Harrison Reed,31,2254,0,0.2909777984023094,2,1.6945229470729828,13,21,5,0,M S,Fulham,0,0.2909777984023094,7.142019868828356,6.308453551493585
934,Axel Tuanzebe,9,401,0,0,0,0,0,0,2,0,D S,Manchester United,0,0,1.0783615252003074,1.0783615252003074
971,Harry Winks,15,854,0,0.061471300199627876,0,0.18998110108077526,4,4,5,0,M S,Tottenham,0,0.061471300199627876,3.7452505696564913,3.6405259910970926
978,Sam Johnstone,37,3330,0,0,1,0.11011700332164764,0,1,1,0,GK,West Bromwich Albion,0,0,2.6272154795005918,2.517098476178944
987,Joseph Gomez,7,594,0,0,0,0.06542930006980896,0,1,0,0,D S,Liverpool,0,0,2.085418999195099,2.019989997148514
1013,Sam Field,3,56,0,0,0,0,0,0,0,0,S,West Bromwich Albion,0,0,0,0
1042,Tom Davies,25,1433,0,0.1774021964520216,1,0.9561847178265452,7,6,3,0,D M S,Everton,0,0.1774021964520216,3.188046783208847,2.6904862616211176
1084,Jonjoe Kenny,4,81,0,0,0,0,0,0,0,0,D S,Everton,0,0,0.24064500629901886,0.24064500629901886
